brand,model,generation,years,unit_type,issue_description,cost_min_usd,cost_mean_usd,cost_max_usd,issue_probability_pct,issue_price_impact_pct,model_risk_score,generation_avg_cost_usd
alfa romeo,156,932,1997-2003,двигатель,1.6/1.8/2.0 TS масложор/фазовращатели,200,400,700,40,10,0.65,420
alfa romeo,156,932,1997-2003,двигатель,2.4 JTD износ ТНВД/форсунок,300,600,900,30,8,0.65,420
alfa romeo,156,932,1997-2003,электрика,Сбои блока комфорта/датчиков,120,250,450,30,5,0.65,420
alfa romeo,156,932,1997-2003,трансмиссия,МКПП — износ синхронизаторов,200,350,600,25,5,0.65,420
alfa romeo,156,932,1997-2003,охлаждение,Помпа/термостат,150,250,400,30,4,0.65,420
alfa romeo,156,932 рестайлинг,2003-2005,подвеска,Износ задних амортизаторов,150,250,450,30,4,0.6,390
alfa romeo,156,932 рестайлинг,2003-2005,двигатель,TS — течи масла/фазовращатели,200,400,700,35,8,0.6,390
alfa romeo,156,932 рестайлинг,2003-2005,двигатель,2.4 JTD — износ турбины,300,700,1200,30,9,0.6,390
alfa romeo,156,932 рестайлинг,2003-2005,электрика,Сбои блока ABS/ESP,150,300,600,25,5,0.6,390
alfa romeo,156,932 рестайлинг,2003-2005,трансмиссия,МКПП — износ сцепления,250,400,700,25,6,0.6,390
alfa romeo,159,939,2005-2011,подвеска,Износ передних рычагов (частая проблема),180,350,600,45,7,0.65,480
alfa romeo,159,939,2005-2011,двигатель,1.9/2.2/3.2 JTS — масложор/цепь,300,600,1200,40,10,0.65,480
alfa romeo,159,939,2005-2011,двигатель,1.9/2.4 JTDm — износ ТНВД/форсунок,350,700,1200,35,9,0.65,480
alfa romeo,159,939,2005-2011,электрика,Сбои блока комфорта/датчиков,150,300,600,30,5,0.65,480
alfa romeo,159,939,2005-2011,трансмиссия,МКПП/М32 — износ подшипников,300,600,900,30,8,0.65,480
alfa romeo,159,939,2005-2011,трансмиссия,АКПП Aisin — перегрев/гидроблок,500,900,1500,25,8,0.65,480
alfa romeo,159,939,2005-2011,охлаждение,Помпа/термостат,150,250,400,30,4,0.65,480
alfa romeo,166,936,1998-2003,подвеска,Износ передних рычагов (частая проблема),180,350,600,45,7,0.65,480
alfa romeo,166,936,1998-2003,двигатель,2.0/2.5/3.0 V6 — течи масла/ГРМ,300,600,1200,40,9,0.65,480
alfa romeo,166,936,1998-2003,двигатель,2.4 JTD — износ ТНВД/форсунок,350,700,1200,35,9,0.65,480
alfa romeo,166,936,1998-2003,электрика,Сбои блока комфорта/ABS/датчиков,150,300,600,30,5,0.65,480
alfa romeo,166,936,1998-2003,трансмиссия,АКПП Aisin — перегрев/гидроблок,600,1000,1500,30,8,0.65,480
alfa romeo,166,936,1998-2003,охлаждение,Помпа/термостат,150,250,400,30,4,0.65,480
alfa romeo,166,936 рестайлинг,2003-2007,подвеска,Износ задних амортизаторов,150,250,450,30,4,0.6,450
alfa romeo,166,936 рестайлинг,2003-2007,двигатель,3.2 V6 — течи масла/ГРМ,350,700,1300,35,9,0.6,450
alfa romeo,166,936 рестайлинг,2003-2007,двигатель,2.4 JTD — износ турбины,350,800,1300,30,9,0.6,450
alfa romeo,166,936 рестайлинг,2003-2007,электрика,Сбои блока ABS/ESP,150,300,600,25,5,0.6,450
alfa romeo,166,936 рестайлинг,2003-2007,трансмиссия,АКПП Aisin — износ гидроблока,600,1000,1500,25,8,0.6,450
alfa romeo,giulietta,940,2010-2016,подвеска,Износ передних рычагов,150,300,500,40,6,0.6,420
alfa romeo,giulietta,940,2010-2016,двигатель,1.4 T‑Jet/Multiair — масложор/модуль Multiair,300,600,1000,35,10,0.6,420
alfa romeo,giulietta,940,2010-2016,двигатель,1.6/2.0 JTDm — износ ТНВД/форсунок,350,700,1200,30,9,0.6,420
alfa romeo,giulietta,940,2010-2016,электрика,Сбои блока комфорта/датчиков,150,300,600,30,5,0.6,420
alfa romeo,giulietta,940,2010-2016,трансмиссия,TCT — износ мехатроника,600,1100,1800,25,8,0.6,420
alfa romeo,giulietta,940,2010-2016,охлаждение,Помпа/термостат,150,250,400,30,4,0.6,420
alfa romeo,giulietta,940 рестайлинг,2016-2020,подвеска,Износ задних амортизаторов,150,250,450,30,4,0.55,390
alfa romeo,giulietta,940 рестайлинг,2016-2020,двигатель,1.4 T‑Jet/Multiair — течи масла/Multiair,300,550,900,30,8,0.55,390
alfa romeo,giulietta,940 рестайлинг,2016-2020,двигатель,1.6/2.0 JTDm — износ турбины,350,800,1300,25,9,0.55,390
alfa romeo,giulietta,940 рестайлинг,2016-2020,электрика,Сбои блока ABS/ESP,150,300,600,25,5,0.55,390
alfa romeo,giulietta,940 рестайлинг,2016-2020,трансмиссия,TCT — износ сцеплений,600,1000,1600,25,8,0.55,390
alfa romeo,mito,955,2008-2013,подвеска,Износ передних рычагов,120,250,450,40,6,0.6,380
alfa romeo,mito,955,2008-2013,двигатель,1.4 T‑Jet — масложор/турбина,300,600,1000,35,10,0.6,380
alfa romeo,mito,955,2008-2013,двигатель,1.4 Multiair — выход из строя модуля Multiair,400,700,1200,30,12,0.6,380
alfa romeo,mito,955,2008-2013,электрика,Сбои блока комфорта/датчиков,120,250,450,30,5,0.6,380
alfa romeo,mito,955,2008-2013,трансмиссия,TCT — износ мехатроника,600,1100,1800,25,8,0.6,380
alfa romeo,mito,955,2008-2013,охлаждение,Помпа/термостат,120,200,350,30,4,0.6,380
alfa romeo,mito,955 рестайлинг,2013-2018,подвеска,Износ задних амортизаторов,120,200,350,30,4,0.55,350
alfa romeo,mito,955 рестайлинг,2013-2018,двигатель,1.4 T‑Jet — течи масла/турбина,300,550,900,30,8,0.55,350
alfa romeo,mito,955 рестайлинг,2013-2018,двигатель,1.4 Multiair — модуль Multiair (частые отказы),400,700,1200,25,12,0.55,350
alfa romeo,mito,955 рестайлинг,2013-2018,электрика,Сбои блока ABS/ESP,150,300,600,25,5,0.55,350
alfa romeo,mito,955 рестайлинг,2013-2018,трансмиссия,TCT — износ сцеплений,600,1000,1600,25,8,0.55,350
alfa romeo,giulia,952,2016-2020,подвеска,Износ передних рычагов,200,400,700,35,6,0.55,500
alfa romeo,giulia,952,2016-2020,двигатель,2.0T — течи антифриза/масла,300,600,1000,30,7,0.55,500
alfa romeo,giulia,952,2016-2020,двигатель,2.2 JTDm — износ ТНВД/форсунок,400,800,1300,30,9,0.55,500
alfa romeo,giulia,952,2016-2020,электроника,Сбои блока MIB/датчиков ADAS,250,500,900,25,5,0.55,500
alfa romeo,giulia,952,2016-2020,трансмиссия,8HP — износ гидроблока,700,1200,2000,25,8,0.55,500
alfa romeo,giulia,952,2016-2020,тормоза,Износ передних суппортов Brembo,200,400,700,30,5,0.55,500
alfa romeo,giulia,952 рестайлинг,2020-наст,подвеска,Износ задних амортизаторов,180,300,500,30,4,0.5,470
alfa romeo,giulia,952 рестайлинг,2020-наст,двигатель,2.0T — течи масла/охлаждение,300,550,900,25,6,0.5,470
alfa romeo,giulia,952 рестайлинг,2020-наст,двигатель,2.2 JTDm — износ турбины,400,800,1300,25,9,0.5,470
alfa romeo,giulia,952 рестайлинг,2020-наст,электроника,Сбои блока HU-H4/ADAS,250,500,900,20,4,0.5,470
alfa romeo,giulia,952 рестайлинг,2020-наст,трансмиссия,8HP — износ мехатроника,700,1200,2000,25,8,0.5,470
alfa romeo,stelvio,949,2017-2020,подвеска,Износ передних рычагов,200,400,700,35,6,0.55,520
alfa romeo,stelvio,949,2017-2020,двигатель,2.0T — течи антифриза/масла,300,600,1000,30,7,0.55,520
alfa romeo,stelvio,949,2017-2020,двигатель,2.2 JTDm — износ ТНВД/форсунок,400,800,1300,30,9,0.55,520
alfa romeo,stelvio,949,2017-2020,электроника,Сбои блока MIB/датчиков ADAS,250,500,900,25,5,0.55,520
alfa romeo,stelvio,949,2017-2020,трансмиссия,8HP — износ гидроблока,700,1200,2000,25,8,0.55,520
alfa romeo,stelvio,949,2017-2020,тормоза,Износ передних суппортов Brembo,200,400,700,30,5,0.55,520
alfa romeo,stelvio,949 рестайлинг,2020-наст,подвеска,Износ задних амортизаторов,180,300,500,30,4,0.5,490
alfa romeo,stelvio,949 рестайлинг,2020-наст,двигатель,2.0T — течи масла/охлаждение,300,550,900,25,6,0.5,490
alfa romeo,stelvio,949 рестайлинг,2020-наст,двигатель,2.2 JTDm — износ турбины,400,800,1300,25,9,0.5,490
alfa romeo,stelvio,949 рестайлинг,2020-наст,электроника,Сбои блока HU-H4/ADAS,250,500,900,20,4,0.5,490
alfa romeo,stelvio,949 рестайлинг,2020-наст,трансмиссия,8HP — износ мехатроника,700,1200,2000,25,8,0.5,490
audi,80,B3,1986-1991,подвеска,Износ шаровых и рычагов,80,150,300,45,5,0.45,225
audi,80,B3,1986-1991,двигатель,Течи масла рядных 4/5,120,250,450,40,6,0.45,225
audi,80,B3,1986-1991,электрика,Старение проводки и реле,50,120,250,35,4,0.45,225
audi,80,B3,1986-1991,тормоза,Закисание задних суппортов,80,150,250,30,4,0.45,225
audi,80,B3,1986-1991,охлаждение,Течь радиатора/помпы,100,180,300,30,4,0.45,225
audi,80,B4,1991-1994,подвеска,Износ рычагов и сайлентблоков,120,200,350,40,5,0.5,275
audi,80,B4,1991-1994,двигатель,Течи масла ABK/ABC,150,250,450,35,6,0.5,275
audi,80,B4,1991-1994,электрика,Сбои датчиков и проводки,80,150,300,30,4,0.5,275
audi,80,B4,1991-1994,трансмиссия,Износ синхронизаторов 5‑ст МКПП,200,350,600,25,5,0.5,275
audi,80,B4,1991-1994,охлаждение,Помпа/термостат,120,200,350,30,4,0.5,275
audi,80,B4 рестайлинг,1994-1996,подвеска,Износ задних амортизаторов,120,200,350,30,4,0.45,250
audi,80,B4 рестайлинг,1994-1996,электрика,Сбои блока управления ABS,100,180,300,25,4,0.45,250
audi,80,B4 рестайлинг,1994-1996,двигатель,ABK/ABC масложор,150,300,500,30,6,0.45,250
audi,90,B3,1987-1991,подвеска,Износ рычагов и сайлентблоков,120,200,350,40,5,0.5,275
audi,90,B3,1987-1991,двигатель,2.3 NG течи масла/ВКГ,150,300,500,35,6,0.5,275
audi,90,B3,1987-1991,электрика,Сбои датчиков/реле,80,150,300,30,4,0.5,275
audi,90,B3,1987-1991,трансмиссия,Износ МКПП (синхронизаторы),200,350,600,25,5,0.5,275
audi,90,B3,1987-1991,охлаждение,Помпа/термостат,120,200,350,30,4,0.5,275
audi,90,B4,1991-1995,подвеска,Износ рычагов многорычажки,150,300,600,40,6,0.55,350
audi,90,B4,1991-1995,двигатель,2.6/2.8 V6 течи масла/ВКГ,200,350,600,35,7,0.55,350
audi,90,B4,1991-1995,электрика,Сбои блока ABS/датчиков,100,200,400,30,4,0.55,350
audi,90,B4,1991-1995,трансмиссия,Износ МКПП/АКПП 4HP18,400,700,1200,25,7,0.55,350
audi,90,B4,1991-1995,охлаждение,Помпа/радиатор,150,250,400,30,4,0.55,350
audi,90,B4 рестайлинг,1995,подвеска,Износ задних амортизаторов,150,250,450,30,4,0.5,300
audi,90,B4 рестайлинг,1995,двигатель,2.6/2.8 V6 масложор/течи,200,350,600,30,6,0.5,300
audi,90,B4 рестайлинг,1995,электрика,Сбои блока управления впрыском,120,250,450,25,5,0.5,300
audi,100,C3,1982-1988,подвеска,Износ рычагов и шаровых,100,200,350,40,5,0.5,275
audi,100,C3,1982-1988,двигатель,Течи масла 2.0/2.2/2.3,150,250,450,40,6,0.5,275
audi,100,C3,1982-1988,электрика,Старение проводки/реле,80,150,300,35,4,0.5,275
audi,100,C3,1982-1988,трансмиссия,Износ МКПП (синхронизаторы),200,350,600,25,5,0.5,275
audi,100,C3,1982-1988,охлаждение,Течь радиатора/помпы,120,200,350,30,4,0.5,275
audi,100,C3 рестайлинг,1988-1991,подвеска,Износ задних амортизаторов,120,200,350,30,4,0.45,250
audi,100,C3 рестайлинг,1988-1991,электрика,Сбои блока управления впрыском,100,200,350,25,5,0.45,250
audi,100,C3 рестайлинг,1988-1991,двигатель,2.3 NG масложор/ВКГ,150,300,500,30,6,0.45,250
audi,100,C4,1991-1994,подвеска,Износ рычагов и сайлентблоков,150,250,450,40,5,0.55,325
audi,100,C4,1991-1994,двигатель,Течи масла AAR/ABC/AAN,150,300,500,35,6,0.55,325
audi,100,C4,1991-1994,электрика,Сбои датчиков/реле,80,150,300,30,4,0.55,325
audi,100,C4,1991-1994,трансмиссия,Износ АКПП ZF 4HP18,400,700,1200,25,7,0.55,325
audi,100,C4,1991-1994,охлаждение,Помпа/термостат,150,250,400,30,4,0.55,325
audi,100,C4 рестайлинг,1994,электрика,Сбои блока ABS/ECU,120,250,450,25,5,0.5,300
audi,100,C4 рестайлинг,1994,подвеска,Износ задних амортизаторов,150,250,400,30,4,0.5,300
audi,100,C4 рестайлинг,1994,двигатель,AAR/ABC масложор,150,300,500,30,6,0.5,300
audi,a1,8X,2010-2014,двигатель,1.4 TFSI растяжение цепи,300,600,1200,40,10,0.6,450
audi,a1,8X,2010-2014,двигатель,1.4 TFSI масложор,250,450,800,35,8,0.6,450
audi,a1,8X,2010-2014,электрика,Сбои блока комфорта/датчиков,100,200,400,30,4,0.6,450
audi,a1,8X,2010-2014,подвеска,Износ передних рычагов,120,250,450,35,5,0.6,450
audi,a1,8X,2010-2014,трансмиссия,S‑tronic DQ200 мехатроник,500,900,1500,30,8,0.6,450
audi,a1,8X рестайлинг,2014-2018,двигатель,1.4/1.8 TFSI течи масла,250,450,800,30,6,0.55,425
audi,a1,8X рестайлинг,2014-2018,электрика,Сбои блока MMI,150,300,600,25,5,0.55,425
audi,a1,8X рестайлинг,2014-2018,подвеска,Износ задних амортизаторов,120,200,350,30,4,0.55,425
audi,a1,8X рестайлинг,2014-2018,трансмиссия,S‑tronic DQ200 износ мехатроника,500,900,1500,25,8,0.55,425
audi,a1,GB,2018-2022,двигатель,1.0/1.5 TFSI течи антифриза,200,350,600,25,5,0.5,400
audi,a1,GB,2018-2022,электроника,Сбои блока MIB3,250,500,900,20,4,0.5,400
audi,a1,GB,2018-2022,подвеска,Износ передних рычагов,150,300,500,30,4,0.5,400
audi,a1,GB,2018-2022,трансмиссия,S‑tronic DQ200 износ мехатроника,500,900,1500,25,8,0.5,400
audi,a1,GB рестайлинг,2022-наст,электроника,Сбои блока HU-H4,250,500,900,20,4,0.45,375
audi,a1,GB рестайлинг,2022-наст,подвеска,Износ задних амортизаторов,120,200,350,25,4,0.45,375
audi,a1,GB рестайлинг,2022-наст,двигатель,1.0/1.5 TFSI течи масла,200,350,600,25,5,0.45,375
audi,a1,GB рестайлинг,2022-наст,трансмиссия,S‑tronic DQ200 износ мехатроника,500,900,1500,25,8,0.45,375
audi,a2,8Z,2000-2003,подвеска,Износ передних рычагов,120,250,450,40,5,0.55,350
audi,a2,8Z,2000-2003,двигатель,1.4 бензин течи масла/ВКГ,150,300,500,35,6,0.55,350
audi,a2,8Z,2000-2003,двигатель,1.4 TDI износ ТНВД/форсунок,300,600,900,30,7,0.55,350
audi,a2,8Z,2000-2003,электрика,Сбои блока комфорта/датчиков,100,200,400,30,4,0.55,350
audi,a2,8Z,2000-2003,охлаждение,Помпа/термостат,120,200,350,30,4,0.55,350
audi,a2,8Z,2000-2003,трансмиссия,Износ синхронизаторов МКПП,200,350,600,25,5,0.55,350
audi,a2,8Z рестайлинг,2003-2005,подвеска,Износ задних амортизаторов,120,200,350,30,4,0.5,325
audi,a2,8Z рестайлинг,2003-2005,двигатель,1.4/1.6 FSI течи масла/катушки,150,300,500,30,6,0.5,325
audi,a2,8Z рестайлинг,2003-2005,электрика,Сбои блока ABS/ESP,120,250,450,25,5,0.5,325
audi,a2,8Z рестайлинг,2003-2005,трансмиссия,МКПП — износ сцепления,250,400,700,25,6,0.5,325
audi,a2,8Z рестайлинг,2003-2005,охлаждение,Течь радиатора/помпы,120,200,350,25,4,0.5,325
audi,a3,8L,1996-2000,подвеска,Износ передних рычагов,120,200,350,40,5,0.5,275
audi,a3,8L,1996-2000,двигатель,1.8T масложор/PCV,150,300,500,35,7,0.5,275
audi,a3,8L,1996-2000,турбонаддув,Износ турбины K03,300,600,900,30,8,0.5,275
audi,a3,8L,1996-2000,электрика,Сбои датчиков ABS/лямбда,80,150,300,30,4,0.5,275
audi,a3,8L,1996-2000,трансмиссия,Износ синхронизаторов МКПП,200,350,600,25,5,0.5,275
audi,a3,8L рестайлинг,2000-2003,подвеска,Износ задних амортизаторов,120,200,350,35,5,0.45,250
audi,a3,8L рестайлинг,2000-2003,двигатель,1.8T течи масла/катушки,150,300,500,30,6,0.45,250
audi,a3,8L рестайлинг,2000-2003,электрика,Сбои блока комфорта,100,200,400,25,4,0.45,250
audi,a3,8L рестайлинг,2000-2003,трансмиссия,АКПП 01M износ,500,900,1500,25,7,0.45,250
audi,a3,8P,2003-2008,двигатель,2.0 TFSI масложор/цепь,300,600,1200,45,10,0.65,450
audi,a3,8P,2003-2008,турбонаддув,Износ турбины K03/K04,300,700,1200,35,8,0.65,450
audi,a3,8P,2003-2008,подвеска,Износ рычагов,150,300,600,40,6,0.65,450
audi,a3,8P,2003-2008,электрика,Сбои блока комфорта,100,200,400,30,4,0.65,450
audi,a3,8P рестайлинг,2008-2013,электрика,Сбои блока MMI,150,300,600,25,5,0.6,425
audi,a3,8P рестайлинг,2008-2013,подвеска,Износ задних амортизаторов,150,250,450,30,4,0.6,425
audi,a3,8P рестайлинг,2008-2013,трансмиссия,S‑tronic DQ250 мехатроник,600,1200,2000,30,10,0.6,425
audi,a3,8V,2013-2016,двигатель,EA888 Gen3 течи антифриза,250,400,700,30,5,0.55,450
audi,a3,8V,2013-2016,электрика,Сбои блока MMI,200,400,800,25,5,0.55,450
audi,a3,8V,2013-2016,подвеска,Износ передних рычагов,150,300,500,30,4,0.55,450
audi,a3,8V,2013-2016,трансмиссия,S‑tronic DQ200 мехатроник,500,900,1500,30,8,0.55,450
audi,a3,8V рестайлинг,2016-2020,двигатель,EA888 Gen3B течи масла,250,400,700,25,5,0.5,425
audi,a3,8V рестайлинг,2016-2020,электроника,Сбои блока MIB2,200,400,800,25,5,0.5,425
audi,a3,8V рестайлинг,2016-2020,подвеска,Износ задних амортизаторов,150,250,450,25,4,0.5,425
audi,a3,8V рестайлинг,2016-2020,трансмиссия,S‑tronic DQ200 износ мехатроника,500,900,1500,25,8,0.5,425
audi,a3,8Y,2020-2024,электроника,Сбои блока MIB3,250,500,900,20,4,0.5,500
audi,a3,8Y,2020-2024,двигатель,EA888 Gen3B течи антифриза,250,400,700,25,5,0.5,500
audi,a3,8Y,2020-2024,подвеска,Износ передних рычагов,150,300,500,30,4,0.5,500
audi,a3,8Y,2020-2024,трансмиссия,S‑tronic DQ381 износ мехатроника,600,1100,1800,25,8,0.5,500
audi,a3,8Y рестайлинг,2024-наст,электроника,Сбои блока HU-H4,250,500,900,20,4,0.45,475
audi,a3,8Y рестайлинг,2024-наст,подвеска,Износ задних амортизаторов,150,250,450,25,4,0.45,475
audi,a3,8Y рестайлинг,2024-наст,двигатель,EA888 Gen3B течи масла,250,400,700,25,5,0.45,475
audi,a3,8Y рестайлинг,2024-наст,трансмиссия,S‑tronic DQ381 износ мехатроника,600,1100,1800,25,8,0.45,475
audi,a4,B5,1994-1998,подвеска,Износ рычагов многорычажки,150,300,600,45,7,0.55,350
audi,a4,B5,1994-1998,двигатель,Течи масла 1.8/1.8T/2.6/2.8,150,300,500,40,6,0.55,350
audi,a4,B5,1994-1998,турбонаддув,Износ турбины K03 (1.8T),300,600,900,35,8,0.55,350
audi,a4,B5,1994-1998,электрика,Сбои датчиков ABS/лямбда,80,150,300,30,4,0.55,350
audi,a4,B5,1994-1998,трансмиссия,Износ синхронизаторов МКПП,200,350,600,25,5,0.55,350
audi,a4,B5 рестайлинг,1998-2001,подвеска,Износ задних амортизаторов,120,250,450,35,5,0.5,325
audi,a4,B5 рестайлинг,1998-2001,двигатель,1.8T масложор/PCV,200,350,600,35,7,0.5,325
audi,a4,B5 рестайлинг,1998-2001,электрика,Сбои блока комфорта,100,200,400,25,4,0.5,325
audi,a4,B5 рестайлинг,1998-2001,трансмиссия,АКПП ZF 5HP19 износ,400,700,1200,25,7,0.5,325
audi,a4,B6,2001-2004,подвеска,Износ рычагов многорычажки,150,300,600,45,7,0.6,375
audi,a4,B6,2001-2004,двигатель,1.8T масложор/катушки зажигания,200,400,700,40,8,0.6,375
audi,a4,B6,2001-2004,электрика,Сбои блока комфорта/датчиков,100,200,400,30,4,0.6,375
audi,a4,B6,2001-2004,трансмиссия,АКПП Multitronic износ,600,1200,2000,35,10,0.6,375
audi,a4,B6,2001-2004,охлаждение,Помпа/термостат,150,250,400,30,4,0.6,375
audi,a4,B7,2004-2008,двигатель,2.0 TFSI масложор/цепь балансиров,300,600,1200,45,10,0.65,450
audi,a4,B7,2004-2008,турбонаддув,Износ турбины K03/K04,300,700,1200,35,8,0.65,450
audi,a4,B7,2004-2008,подвеска,Износ рычагов,150,300,600,40,6,0.65,450
audi,a4,B7,2004-2008,электрика,Сбои блока комфорта/датчиков,100,200,400,30,4,0.65,450
audi,a4,B7,2004-2008,трансмиссия,Multitronic износ,600,1200,2000,35,10,0.65,450
audi,a4,B8,2008-2012,двигатель,2.0 TFSI масложор (EA888 Gen2),400,800,1500,50,12,0.7,600
audi,a4,B8,2008-2012,цепь ГРМ,Растяжение цепи EA888,300,700,1200,40,10,0.7,600
audi,a4,B8,2008-2012,подвеска,Износ передних рычагов,150,300,600,35,6,0.7,600
audi,a4,B8,2008-2012,электрика,Сбои блока MMI,200,400,800,25,5,0.7,600
audi,a4,B8,2008-2012,трансмиссия,S‑tronic DL501 мехатроник,600,1200,2000,30,10,0.7,600
audi,a4,B8 рестайлинг,2012-2015,двигатель,EA888 Gen3 течи/катушки,250,450,800,30,6,0.6,500
audi,a4,B8 рестайлинг,2012-2015,подвеска,Износ задних амортизаторов,150,250,450,30,4,0.6,500
audi,a4,B8 рестайлинг,2012-2015,электрика,Сбои блока MMI 3G,200,400,800,25,5,0.6,500
audi,a4,B8 рестайлинг,2012-2015,трансмиссия,S‑tronic DL501 мехатроник,600,1200,2000,30,10,0.6,500
audi,a4,B9,2015-2019,двигатель,EA888 Gen3B течи антифриза,250,400,700,25,5,0.55,500
audi,a4,B9,2015-2019,электрика,Сбои блока MMI/Virtual Cockpit,200,400,800,25,5,0.55,500
audi,a4,B9,2015-2019,подвеска,Износ передних рычагов,150,300,500,30,4,0.55,500
audi,a4,B9,2015-2019,трансмиссия,S‑tronic DL382 мехатроник,600,1100,1800,25,8,0.55,500
audi,a4,B9 рестайлинг,2019-наст,электроника,Сбои блока MIB3,250,500,900,20,4,0.5,450
audi,a4,B9 рестайлинг,2019-наст,подвеска,Износ задних амортизаторов,150,250,450,25,4,0.5,450
audi,a4,B9 рестайлинг,2019-наст,двигатель,EA888 Gen3B течи масла,250,400,700,25,5,0.5,450
audi,a4,B9 рестайлинг,2019-наст,трансмиссия,S‑tronic DL382 износ мехатроника,600,1100,1800,25,8,0.5,450
audi,a5,8T,2007-2011,двигатель,2.0 TFSI масложор (EA888 Gen2),400,800,1500,50,12,0.7,600
audi,a5,8T,2007-2011,цепь ГРМ,Растяжение цепи EA888,300,700,1200,40,10,0.7,600
audi,a5,8T,2007-2011,подвеска,Износ передних рычагов,150,300,600,35,6,0.7,600
audi,a5,8T,2007-2011,электрика,Сбои блока MMI 2G,200,400,800,25,5,0.7,600
audi,a5,8T,2007-2011,трансмиссия,S‑tronic DL501 мехатроник,600,1200,2000,30,10,0.7,600
audi,a5,8T рестайлинг,2011-2016,двигатель,EA888 Gen3 течи/катушки,250,450,800,30,6,0.6,525
audi,a5,8T рестайлинг,2011-2016,электрика,Сбои блока MMI 3G,200,400,800,25,5,0.6,525
audi,a5,8T рестайлинг,2011-2016,подвеска,Износ задних амортизаторов,150,250,450,30,4,0.6,525
audi,a5,8T рестайлинг,2011-2016,трансмиссия,S‑tronic DL501 износ мехатроника,600,1100,1800,25,8,0.6,525
audi,a5,8T рестайлинг,2011-2016,тормоза,Закисание задних суппортов,120,200,350,20,3,0.6,525
audi,a5,8F,2009-2012,механизм крыши,Износ гидропривода крыши,500,900,1500,30,10,0.65,700
audi,a5,8F,2009-2012,двигатель,2.0 TFSI масложор,400,800,1500,45,12,0.65,700
audi,a5,8F,2009-2012,электрика,Сбои датчиков положения крыши,150,300,600,25,5,0.65,700
audi,a5,8F,2009-2012,подвеска,Износ рычагов,150,300,600,35,6,0.65,700
audi,a5,8F рестайлинг,2012-2017,механизм крыши,Износ гидронасоса крыши,500,900,1500,25,10,0.6,650
audi,a5,8F рестайлинг,2012-2017,двигатель,EA888 Gen3 течи масла,250,450,800,30,6,0.6,650
audi,a5,8F рестайлинг,2012-2017,электрика,Сбои блока MMI 3G,200,400,800,25,5,0.6,650
audi,a5,8F рестайлинг,2012-2017,подвеска,Износ задних амортизаторов,150,250,450,30,4,0.6,650
audi,a5,F5,2016-2020,двигатель,EA888 Gen3B течи антифриза,250,400,700,25,5,0.55,600
audi,a5,F5,2016-2020,электроника,Сбои блока MMI/MIB2,200,400,800,25,5,0.55,600
audi,a5,F5,2016-2020,подвеска,Износ передних рычагов,150,300,500,30,4,0.55,600
audi,a5,F5,2016-2020,трансмиссия,S‑tronic DL382 мехатроник,600,1100,1800,25,8,0.55,600
audi,a5,F5 рестайлинг,2020-наст,электроника,Сбои блока MIB3,250,500,900,20,4,0.5,550
